Numero_Apogee,Prenom,Nom,Email,Genre,Age,Region,Universite,Diplome,Specialite,Annee_Etude,Note_Bac,Moyenne_Semestre_Precedent,GPA_Cumule,Nombre_Cours_Suivis,Nombre_Absences,Taux_Presence_Cours,Nombre_Travaux_Soumis,Nombre_Participations_Cours,Nombre_Visites_Bibliotheque_Mois,Heures_Etude_Hebdo,Acces_Internet,Ordinateur_Personnel,Acces_Ressources_Numeriques,Connexion_Plateforme_ELearning_Jour,Situation_Financiere,Emploi_Etudiant,Heures_Travail_Semaine,Tutorat_Suivi,Consultation_Professeur_Mois,Participation_Groupes_Etude,Niveau_Stress,Heures_Sommeil_Nuit,Activites_Sportives,Parent_Universitaire,Fratrie_Etudiant_Universite,Note_Mathematiques,Note_Sciences,Note_Theorie,Note_Pratique_TP,Note_Projets,Score_Participation_Classe,Score_Qualite_Travaux,Score_Comprehension_Concepts,Competence_Communication,Competence_Travail_Equipe,Competence_Probleme_Resolution,Competence_Gestion_Temps,Langue_Principale,Niveau_Francais,Niveau_Anglais,Motivation_Etudes,Interet_Specialite,Niveau_Competence_Academique,Score_Competence_Numerique
3141869,Zahra,Imaidi,zahra.imaidi@uca.ac.ma,F,30,Fez-Meknes,Université Cadi Ayyad,Master,Physique,2,11.25,11.35,12.65,6,24,93.33,4,6,12,27.55,1,0,0,4,Faible,1,5,1,3,1,2,8.22,0,0,1,14.6,11.26,17.85,11.7,7.53,5,5,4,5,5,2,4,Arabe,Avance,Intermediaire,7,1,Excellent,95.75
3911515,Ibrahim,Imran,ibrahim.imran@uae.ac.ma,M,30,Rabat-Sale-Kenitra,Université Abdelmalek Essaadi,Licence,Ingenierie,4,13.08,10.52,8.57,14,0,77.55,11,0,15,3.65,0,1,1,4,Bon,1,21,1,2,1,8,7.68,1,1,1,17.93,17.42,7.72,13.18,14.84,2,4,3,3,2,3,4,Francais,Avance,Basique,7,1,Bon,68.5
3921842,Yasmine,Husayn,yasmine.husayn@uh2c.ac.ma,F,27,Beni-Mellal-Khenifra,Université Hassan II,Master,Droit,3,11.92,12.81,7.86,12,16,63.29,13,7,29,8.11,1,1,1,5,Bon,1,25,0,3,1,9,5.98,1,0,1,17.21,15.0,7.62,15.04,13.63,1,4,4,4,1,2,3,Amazigh,Basique,Avance,1,8,Bon,72.54
3237205,Aziz,Ghouti,aziz.ghouti@uaq.ac.ma,M,26,Souss-Massa,Université Al Quaraouiyine,Diplome,Informatique,2,18.43,12.69,12.94,7,29,73.33,14,12,10,13.96,0,0,1,1,Moyen,0,0,1,0,1,8,9.52,0,1,0,14.98,19.81,11.59,15.44,15.31,5,3,1,5,2,3,3,Francais,Intermediaire,Avance,8,1,Excellent,90.09
3217556,Ahmed,Regaig,ahmed.regaig@usmba.ac.ma,M,30,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Licence,Droit,2,15.73,7.73,12.69,15,19,90.91,2,20,4,18.49,1,0,1,2,Faible,1,13,1,5,1,2,7.76,0,0,0,10.99,10.84,13.39,7.96,14.75,2,1,3,3,3,3,3,Amazigh,Intermediaire,Basique,3,7,Excellent,88.11
3612871,Nasir,Husami,nasir.husami@usmba.ac.ma,M,24,Tanger-Asifa,Université Sidi Mohamed Ben Abdellah,Diplome,Ingenierie,1,14.15,11.62,14.43,5,0,67.57,9,5,22,6.77,0,1,1,5,Bon,0,0,0,3,0,3,9.78,0,0,0,9.33,11.36,11.16,12.56,16.6,1,4,4,1,1,3,1,Arabe,Basique,Basique,4,4,Excellent,83.61
3892579,Salma,Bennani,salma.bennani@usmba.ac.ma,F,28,Tanger-Asifa,Université Sidi Mohamed Ben Abdellah,Diplome,Mathematiques,2,10.86,8.94,14.12,14,29,89.36,7,20,19,18.09,0,0,0,2,Faible,1,10,0,3,0,3,7.72,0,0,0,14.77,8.15,11.2,9.72,13.33,4,1,3,3,5,5,3,Francais,Avance,Avance,9,8,Excellent,82.23
3542857,Hamid,Gharib,hamid.gharib@um5.ac.ma,M,27,Guelmim-Oued-Noun,Université Mohammed V,Licence,Biologie,3,15.01,9.75,10.34,13,18,69.86,6,4,23,20.63,1,1,1,0,Bon,0,0,1,5,0,7,7.79,1,1,0,11.21,10.33,12.62,9.49,11.14,5,4,3,4,4,5,5,Francais,Basique,Intermediaire,1,5,Excellent,76.61
3261592,Dina,Imboden,dina.imboden@usmba.ac.ma,F,26,Rabat-Sale-Kenitra,Université Sidi Mohamed Ben Abdellah,Licence,Digital,1,8.18,12.0,12.84,14,4,71.11,9,4,28,18.66,1,0,1,2,Faible,0,0,1,0,0,6,7.58,1,0,1,15.29,8.88,14.6,11.58,12.38,2,1,4,4,3,4,5,Francais,Avance,Basique,3,8,Excellent,86.33
3747766,Omar,Hanania,omar.hanania@uca.ac.ma,M,26,Rabat-Sale-Kenitra,Université Cadi Ayyad,Diplome,Informatique,4,17.39,15.89,14.04,12,0,88.89,12,16,24,12.39,1,1,0,2,Faible,1,5,0,3,1,2,7.04,0,1,1,14.01,13.27,8.14,13.72,10.24,4,4,2,3,4,1,1,Francais,Basique,Basique,1,1,Excellent,83.04
3798432,Jawad,Imanuel,jawad.imanuel@um5.ac.ma,M,22,Laayoune-Sakia-Hamra,Université Mohammed V,Master,Physique,2,15.4,13.02,13.44,15,19,63.49,3,1,2,7.48,0,0,1,2,Bon,0,0,1,2,1,6,5.08,1,1,1,7.35,12.47,9.2,12.18,9.74,4,5,3,2,1,3,1,Francais,Intermediaire,Basique,6,4,Excellent,83.82
3935898,Salma,Regaig,salma.regaig@uae.ac.ma,F,30,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Diplome,Ingenierie,4,12.93,11.1,12.15,15,28,50,7,0,26,16.2,1,1,1,0,Moyen,0,0,1,4,0,6,7.51,1,1,0,11.37,16.45,12.52,12.23,17.65,5,4,2,3,1,3,4,Francais,Intermediaire,Intermediaire,1,9,Excellent,92.6
3836192,Laila,Harami,laila.harami@uca.ac.ma,F,26,Souss-Massa,Université Cadi Ayyad,Diplome,Mathematiques,3,12.43,15.45,10.28,11,21,94.12,7,16,19,18.72,1,0,0,0,Faible,0,0,1,4,1,2,5.97,1,0,1,12.0,10.45,6.01,17.06,12.76,2,2,4,3,2,3,5,Francais,Avance,Basique,1,6,Excellent,88.27
3594334,Salma,Ghouti,salma.ghouti@uh2c.ac.ma,F,28,Rabat-Sale-Kenitra,Université Hassan II,Diplome,Droit,3,13.33,9.66,6.34,9,5,80.0,10,7,29,22.34,1,0,1,5,Bon,0,0,1,5,1,3,7.49,0,1,1,13.68,13.4,11.02,12.8,11.78,5,2,4,4,4,5,5,Amazigh,Avance,Avance,8,9,Bon,69.79
3243808,Insaf,Husami,insaf.husami@uca.ac.ma,F,29,Laayoune-Sakia-Hamra,Université Cadi Ayyad,Diplome,Chimie,4,13.35,12.15,15.95,5,22,58.82,6,19,13,23.26,0,1,1,5,Faible,1,7,0,2,1,4,6.65,0,1,1,11.93,13.3,8.17,12.23,17.27,3,4,1,1,3,4,5,Francais,Basique,Avance,3,4,Excellent,98.03
3238698,Samir,Oufkir,samir.oufkir@uae.ac.ma,M,29,Marrakech-Safi,Université Abdelmalek Essaadi,Master,Biologie,2,16.02,12.02,8.49,12,30,60.98,11,5,25,27.25,1,0,1,5,Bon,0,0,0,2,1,8,8.04,1,1,0,15.47,8.39,14.82,14.58,13.66,4,5,2,5,4,5,1,Francais,Intermediaire,Basique,6,5,Excellent,78.05
3814725,Nadia,Husami,nadia.husami@uh2c.ac.ma,F,26,Marrakech-Safi,Université Hassan II,Master,Physique,1,12.23,16.23,15.25,7,29,78.33,11,16,22,17.95,1,1,0,2,Bon,1,7,1,3,1,3,3.93,1,1,0,10.55,12.07,12.3,13.86,13.51,2,5,5,5,4,1,2,Arabe,Avance,Basique,1,4,Excellent,97.99
3655889,Rania,Imadeddine,rania.imadeddine@uca.ac.ma,F,25,Beni-Mellal-Khenifra,Université Cadi Ayyad,Licence,Chimie,2,16.32,19.98,13.39,12,14,61.43,9,7,26,11.36,1,1,0,5,Faible,1,10,1,1,0,4,7.19,1,1,1,9.28,12.84,9.75,12.89,9.02,4,4,1,1,3,3,2,Francais,Avance,Intermediaire,8,4,Excellent,85.91
3144787,Ali,Imani,ali.imani@uaq.ac.ma,M,30,Marrakech-Safi,Université Al Quaraouiyine,Master,IA,3,13.87,7.74,7.49,9,29,92.0,7,16,19,4.59,0,1,1,5,Faible,1,19,1,0,0,7,5.1,0,1,1,12.56,8.61,6.94,8.51,15.04,2,5,4,3,4,5,1,Francais,Intermediaire,Avance,5,7,Bon,67.62
3823963,Rana,Hessas,rana.hessas@uaq.ac.ma,F,25,Casablanca-Settat,Université Al Quaraouiyine,Licence,Digital,2,15.74,12.24,12.1,10,18,50,14,18,21,19.07,1,0,1,2,Faible,1,16,1,3,0,9,9.07,1,0,0,18.2,16.17,17.18,13.74,12.61,1,2,5,4,1,4,2,Amazigh,Basique,Basique,6,7,Excellent,85.13
3442916,Abdelhaq,Bennis,abdelhaq.bennis@um5.ac.ma,M,24,Draa-Tafilat,Université Mohammed V,Licence,Physique,4,13.46,16.46,14.49,12,5,95.24,9,14,2,14.67,1,1,1,4,Moyen,0,0,1,3,1,6,8.33,1,1,1,11.33,15.21,11.94,13.77,11.15,4,2,5,1,4,1,3,Amazigh,Intermediaire,Intermediaire,2,9,Excellent,87.71
3913480,Tariq,Huscai,tariq.huscai@uaq.ac.ma,M,30,Fez-Meknes,Université Al Quaraouiyine,Master,IA,1,12.52,14.41,11.01,7,2,57.14,5,11,15,25.1,1,1,1,1,Faible,1,21,0,0,0,8,5.53,1,1,1,13.06,15.94,11.76,10.36,14.35,3,2,2,1,2,3,3,Arabe,Avance,Avance,3,4,Excellent,92.48
3480267,Yasmine,Humidi,yasmine.humidi@uae.ac.ma,F,29,Marrakech-Safi,Université Abdelmalek Essaadi,Master,Economie,3,16.7,7.17,11.01,14,18,67.86,1,0,9,4.44,1,1,0,1,Bon,0,0,0,1,1,5,6.47,0,0,0,12.71,14.02,6.81,11.72,10.33,5,3,4,1,2,2,5,Amazigh,Avance,Intermediaire,3,8,Excellent,81.99
3830604,Imane,Ilias,imane.ilias@um5.ac.ma,F,29,Tanger-Asifa,Université Mohammed V,Diplome,Mathematiques,2,16.04,14.01,12.23,9,17,50,1,5,19,17.6,0,0,1,5,Moyen,0,0,1,2,0,4,7.3,0,0,0,10.86,12.41,12.04,14.58,17.21,2,1,4,2,2,4,4,Francais,Basique,Intermediaire,2,8,Excellent,85.63
3351796,Mohamed,Helaoui,mohamed.helaoui@uae.ac.ma,M,29,Tanger-Asifa,Université Abdelmalek Essaadi,Licence,Informatique,2,10.31,11.43,10.6,9,30,59.57,13,8,18,12.33,1,1,0,3,Faible,1,14,1,4,1,7,5.42,1,1,1,16.64,12.51,9.77,10.85,8.29,2,2,1,4,2,1,4,Arabe,Basique,Avance,8,9,Excellent,75.86
3519316,Hassan,Azzouz,hassan.azzouz@uca.ac.ma,M,25,Casablanca-Settat,Université Cadi Ayyad,Licence,IA,3,9.45,9.24,11.99,11,12,65.85,11,19,7,26.33,0,0,0,5,Moyen,1,11,0,0,1,2,8.16,1,0,0,6.72,9.6,15.51,13.76,10.64,2,2,3,2,1,4,3,Amazigh,Intermediaire,Intermediaire,5,9,Excellent,81.13
3669054,Tariq,Hamidoune,tariq.hamidoune@uaq.ac.ma,M,29,Marrakech-Safi,Université Al Quaraouiyine,Diplome,IA,3,10.02,10.21,10.89,9,11,100,6,3,6,16.88,0,1,0,1,Moyen,1,10,0,1,1,8,3.83,1,0,1,10.26,16.65,7.51,14.62,19.44,5,1,1,3,2,4,3,Francais,Intermediaire,Avance,5,7,Excellent,81.72
3340059,Amina,Imadeddine,amina.imadeddine@uae.ac.ma,F,19,Draa-Tafilat,Université Abdelmalek Essaadi,Master,IA,2,14.6,9.45,7.59,5,3,95.38,5,11,16,16.43,1,0,0,0,Bon,0,0,1,2,0,6,6.22,1,0,0,10.73,7.94,9.66,5.95,15.85,1,1,3,4,1,2,4,Arabe,Basique,Avance,3,7,Excellent,79.36
3890640,Abdelhaq,Husayn,abdelhaq.husayn@uca.ac.ma,M,22,Tanger-Asifa,Université Cadi Ayyad,Master,Economie,1,13.4,11.54,12.87,9,25,80.36,1,6,9,9.63,1,1,1,2,Bon,0,0,1,5,1,7,8.07,0,0,0,12.39,10.0,9.66,13.71,12.28,2,2,5,4,5,4,3,Amazigh,Basique,Avance,2,8,Excellent,88.83
3372201,Aziz,Hessas,aziz.hessas@uh2c.ac.ma,M,18,Laayoune-Sakia-Hamra,Université Hassan II,Diplome,Mathematiques,4,17.89,9.77,8.54,5,17,98.7,2,2,6,10.22,1,1,0,1,Moyen,1,5,1,4,1,4,4.02,1,1,0,15.12,12.81,14.05,5.61,10.36,3,1,3,2,5,3,3,Francais,Avance,Avance,7,7,Excellent,83.41
3113562,Salma,Firdaous,salma.firdaous@um5.ac.ma,F,19,Beni-Mellal-Khenifra,Université Mohammed V,Diplome,Mathematiques,4,18.97,12.27,14.71,8,8,75.81,5,14,18,13.61,1,1,0,1,Moyen,1,9,0,3,0,9,7.12,1,1,0,13.77,10.74,7.3,13.25,12.87,1,4,5,1,2,5,3,Amazigh,Avance,Intermediaire,8,7,Excellent,89.68
3849298,Khalid,Hijazi,khalid.hijazi@um5.ac.ma,M,23,Marrakech-Safi,Université Mohammed V,Diplome,Chimie,2,9.21,8.27,14.65,12,22,68.42,6,12,21,13.18,1,0,0,0,Faible,1,10,1,2,1,5,7.23,1,1,0,13.29,10.08,5.72,9.7,12.36,5,4,1,5,5,3,1,Amazigh,Basique,Intermediaire,2,2,Excellent,88.19
3580698,Nour,Bennis,nour.bennis@uca.ac.ma,F,23,Rabat-Sale-Kenitra,Université Cadi Ayyad,Licence,Biologie,4,16.11,16.21,10.59,8,30,73.33,12,16,29,12.79,1,0,0,3,Bon,0,0,1,2,1,8,8.69,0,0,1,12.1,12.63,14.2,13.06,13.22,5,1,5,2,2,4,4,Amazigh,Avance,Basique,7,7,Excellent,83.77
3423373,Rana,Benchamsi,rana.benchamsi@uaq.ac.ma,F,24,Guelmim-Oued-Noun,Université Al Quaraouiyine,Licence,Mathematiques,1,13.27,12.77,9.21,12,0,56.6,14,18,26,10.36,0,1,0,1,Moyen,1,19,0,4,1,7,6.15,0,0,0,6.25,12.55,11.51,11.2,18.64,2,3,5,3,5,2,4,Francais,Avance,Intermediaire,9,8,Bon,71.12
3515362,Maryam,Hanania,maryam.hanania@uh2c.ac.ma,F,23,Rabat-Sale-Kenitra,Université Hassan II,Licence,Ingenierie,2,13.12,12.95,10.32,13,3,74.14,8,18,8,16.31,1,1,1,0,Faible,1,15,0,2,1,3,7.02,1,0,1,10.94,6.21,6.2,13.45,13.06,4,3,3,2,3,4,2,Arabe,Basique,Avance,1,8,Excellent,78.48
3232223,Aisha,Idrissi,aisha.idrissi@uaq.ac.ma,F,23,Guelmim-Oued-Noun,Université Al Quaraouiyine,Licence,Economie,1,16.75,16.14,10.14,8,12,79.59,12,13,19,11.65,0,0,0,3,Moyen,1,20,0,1,1,3,8.02,0,1,1,15.91,18.61,8.17,11.59,16.99,2,4,2,2,3,5,2,Arabe,Basique,Basique,4,8,Excellent,77.75
3899661,Mohamed,Hungari,mohamed.hungari@uaq.ac.ma,M,21,Fez-Meknes,Université Al Quaraouiyine,Diplome,Droit,2,12.72,13.62,8.61,13,8,50,6,12,20,10.6,0,0,1,5,Moyen,0,0,0,2,1,4,5.13,1,0,1,13.48,16.21,10.28,11.59,12.86,4,3,3,3,3,3,2,Arabe,Intermediaire,Intermediaire,9,4,Excellent,78.39
3747699,Nadia,Ghouti,nadia.ghouti@usmba.ac.ma,F,21,Rabat-Sale-Kenitra,Université Sidi Mohamed Ben Abdellah,Diplome,Physique,2,16.57,9.86,10.96,8,19,55.1,8,19,29,9.73,1,0,0,0,Bon,1,21,1,0,0,3,5.53,0,1,1,17.23,11.3,12.33,7.54,12.28,1,4,4,4,5,4,1,Francais,Avance,Intermediaire,4,5,Excellent,78.91
3194351,Zohra,Imanuel,zohra.imanuel@um5.ac.ma,F,29,Casablanca-Settat,Université Mohammed V,Licence,Droit,3,17.88,9.99,10.21,7,9,75.68,3,15,12,5.46,0,0,0,2,Moyen,1,12,1,1,1,5,7.62,1,0,1,16.34,7.48,7.07,11.51,14.45,5,3,3,3,4,3,4,Amazigh,Avance,Intermediaire,4,2,Bon,69.98
3333204,Aisha,Imran,aisha.imran@uaq.ac.ma,F,28,Marrakech-Safi,Université Al Quaraouiyine,Master,Digital,4,14.33,13.09,12.9,7,5,50,12,6,9,18.92,1,1,0,4,Faible,1,11,1,5,1,1,9.25,0,0,0,9.97,10.96,8.51,11.63,13.13,4,2,2,4,3,3,4,Amazigh,Avance,Avance,4,8,Excellent,86.04
3407850,Nadia,Husly,nadia.husly@uae.ac.ma,F,30,Souss-Massa,Université Abdelmalek Essaadi,Diplome,Droit,1,15.22,12.15,11.4,5,9,69.77,6,15,26,13.86,0,1,1,3,Bon,0,0,1,2,1,4,5.52,1,0,1,5,17.4,16.76,14.65,13.0,4,3,1,5,2,4,5,Francais,Avance,Intermediaire,8,2,Excellent,80.03
3884188,Samir,Humeida,samir.humeida@uaq.ac.ma,M,23,Casablanca-Settat,Université Al Quaraouiyine,Licence,Chimie,1,11.42,8.76,12.43,14,26,70.77,11,12,8,5.29,1,0,1,1,Moyen,0,0,0,2,1,9,6.86,1,1,0,13.93,12.46,13.75,13.68,14.65,4,1,1,5,5,1,2,Francais,Intermediaire,Intermediaire,5,7,Excellent,84.87
3789991,Fatima,Hunaidi,fatima.hunaidi@uh2c.ac.ma,F,29,Fez-Meknes,Université Hassan II,Master,Mathematiques,2,14.67,8.71,11.87,7,3,78.57,13,10,1,10.43,0,1,1,2,Bon,1,13,1,5,0,1,9.72,0,1,0,13.48,13.13,14.33,13.75,9.93,4,1,1,2,5,3,3,Amazigh,Basique,Basique,3,6,Excellent,82.32
3493987,Laila,Belharbi,laila.belharbi@um5.ac.ma,F,26,Casablanca-Settat,Université Mohammed V,Master,Mathematiques,3,13.67,8.65,16.68,6,6,96.08,15,12,20,22.86,1,0,1,2,Faible,1,8,0,5,0,7,5.39,1,0,1,12.97,9.14,7.8,12.4,9.91,2,5,2,2,5,3,1,Francais,Avance,Basique,7,2,Excellent,95.61
3910153,Bilal,Hersi,bilal.hersi@uaq.ac.ma,M,30,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Licence,Informatique,2,14.45,9.72,8.83,12,27,89.47,11,2,29,12.46,1,1,1,4,Bon,1,10,1,3,0,8,6.99,1,0,0,12.35,10.17,5.55,18.47,11.75,2,1,2,1,4,5,3,Arabe,Intermediaire,Intermediaire,8,2,Bon,69.96
3306171,Omar,Fakhri,omar.fakhri@uh2c.ac.ma,M,18,Marrakech-Safi,Université Hassan II,Master,IA,4,16.36,7.15,7.21,5,13,97.3,13,4,7,18.1,0,1,1,4,Moyen,0,0,0,0,1,2,5.38,1,0,1,10.25,14.63,12.9,12.88,14.5,4,1,5,1,4,3,1,Amazigh,Avance,Basique,5,5,Excellent,77.27
3694535,Aisha,Bennis,aisha.bennis@uae.ac.ma,F,23,Casablanca-Settat,Université Abdelmalek Essaadi,Master,Informatique,3,8.99,11.24,12.03,13,1,80.95,7,4,22,5.19,1,1,1,3,Moyen,0,0,0,5,1,1,6.17,1,0,1,12.13,15.09,14.76,16.15,12.92,4,4,4,2,3,2,5,Francais,Intermediaire,Intermediaire,7,2,Excellent,79.9
3805953,Laila,Regaig,laila.regaig@um5.ac.ma,F,29,Beni-Mellal-Khenifra,Université Mohammed V,Diplome,IA,1,17.75,14.89,7.69,15,12,87.32,3,19,25,27.61,1,1,0,0,Moyen,1,8,1,1,1,7,8.96,0,0,1,10.71,11.61,12.58,9.17,6.11,4,4,1,1,4,3,4,Arabe,Intermediaire,Avance,8,5,Excellent,86.98
3313943,Karim,Benmaya,karim.benmaya@uca.ac.ma,M,23,Marrakech-Safi,Université Cadi Ayyad,Master,Digital,1,15.54,13.26,9.83,5,16,92.45,6,16,26,7.61,1,1,0,3,Faible,0,0,0,2,0,6,7.03,1,0,1,11.62,12.9,12.72,11.3,8.96,3,4,1,3,5,5,2,Francais,Avance,Basique,4,3,Excellent,78.89
3833272,Khalid,Fakhri,khalid.fakhri@um5.ac.ma,M,28,Fez-Meknes,Université Mohammed V,Master,Informatique,4,10.2,10.04,7.4,8,21,62.34,14,20,14,14.29,1,0,1,0,Faible,0,0,0,0,1,9,6.91,0,0,0,12.86,16.6,7.35,10.18,12.47,1,1,1,5,4,2,3,Arabe,Intermediaire,Intermediaire,8,9,Bon,74.5
3649068,Laila,Husami,laila.husami@uca.ac.ma,F,26,Marrakech-Safi,Université Cadi Ayyad,Licence,Economie,2,10.71,9.9,10.47,10,9,85.48,5,5,4,14.81,1,0,1,0,Faible,0,0,1,4,0,9,7.45,0,1,1,12.15,9.97,14.35,8.47,11.89,4,2,1,3,4,4,4,Francais,Intermediaire,Intermediaire,1,9,Excellent,84.73
3318691,Hamid,Imrani,hamid.imrani@uca.ac.ma,M,19,Tanger-Asifa,Université Cadi Ayyad,Diplome,Digital,3,18.18,11.08,9.84,7,12,76.47,3,3,21,24.1,0,1,1,5,Faible,0,0,1,2,0,1,6.57,0,0,1,17.9,15.82,9.03,15.16,14.48,3,3,4,3,3,2,2,Arabe,Avance,Avance,8,2,Excellent,87.05
3197715,Jawad,Husly,jawad.husly@uaq.ac.ma,M,18,Casablanca-Settat,Université Al Quaraouiyine,Diplome,Chimie,3,14.32,9.65,9.68,8,9,89.61,5,19,19,20.17,1,1,1,4,Bon,1,10,1,5,0,9,6.35,1,1,0,11.81,20,8.3,12.58,11.02,3,5,5,2,4,5,3,Arabe,Intermediaire,Intermediaire,4,9,Excellent,85.13
3377864,Noureddine,Humes,noureddine.humes@uh2c.ac.ma,M,26,Casablanca-Settat,Université Hassan II,Master,Informatique,3,8.52,8.38,15.65,9,23,88.68,15,16,6,18.13,1,1,1,3,Moyen,0,0,1,2,0,8,7.7,0,0,1,7.54,16.43,14.28,11.68,16.97,4,4,2,2,5,2,1,Arabe,Avance,Avance,9,3,Excellent,98.1
3728779,Bilal,Helaoui,bilal.helaoui@uh2c.ac.ma,M,21,Tanger-Asifa,Université Hassan II,Licence,Biologie,3,8,16.41,11.79,15,18,92.86,14,13,18,23.95,0,0,1,3,Bon,1,19,1,0,1,9,6.35,0,0,1,13.74,11.16,9.57,15.64,12.47,3,5,5,1,1,5,3,Francais,Intermediaire,Basique,3,5,Excellent,83.93
3365681,Omar,Oufkir,omar.oufkir@usmba.ac.ma,M,28,Guelmim-Oued-Noun,Université Sidi Mohamed Ben Abdellah,Licence,Mathematiques,4,10.63,11.52,11.49,10,23,53.33,14,17,25,4.17,1,1,0,0,Bon,1,22,0,3,0,2,5.05,0,1,0,14.53,10.88,9.84,11.14,9.94,4,4,4,3,5,2,3,Amazigh,Intermediaire,Basique,4,5,Excellent,76.57
3925833,Noureddine,Houmaidi,noureddine.houmaidi@uh2c.ac.ma,M,25,Marrakech-Safi,Université Hassan II,Licence,Chimie,1,16.48,10.5,13.06,15,25,68.0,8,12,3,17.86,1,0,0,0,Faible,0,0,0,1,0,6,5.6,1,1,0,19.32,12.49,8.4,11.97,16.66,1,3,5,5,1,1,1,Amazigh,Avance,Intermediaire,2,7,Excellent,90.25
3500948,Layla,Benchamsi,layla.benchamsi@uca.ac.ma,F,25,Laayoune-Sakia-Hamra,Université Cadi Ayyad,Diplome,Digital,4,8,10.76,15.24,7,1,73.08,10,12,3,12.26,0,0,0,3,Faible,1,12,1,2,0,3,5.72,0,1,1,9.06,11.17,12.79,13.98,6.87,1,3,3,4,5,2,2,Francais,Intermediaire,Basique,2,2,Excellent,92.45
3679630,Salma,Ettefagh,salma.ettefagh@usmba.ac.ma,F,29,Guelmim-Oued-Noun,Université Sidi Mohamed Ben Abdellah,Diplome,Droit,4,13.09,11.87,16.96,6,1,50.98,15,16,10,10.76,1,0,1,4,Moyen,1,5,1,4,1,4,10.17,1,1,1,9.89,13.22,10.85,10.73,13.65,4,4,4,3,5,4,3,Amazigh,Intermediaire,Avance,8,7,Excellent,90.04
3366018,Nadia,Housni,nadia.housni@uh2c.ac.ma,F,23,Casablanca-Settat,Université Hassan II,Diplome,Physique,3,8.04,14.35,7.01,12,15,50,3,19,20,7.17,0,1,1,2,Faible,0,0,1,2,0,4,7.21,1,1,1,5.25,10.12,11.99,8.59,14.66,2,2,5,3,4,5,2,Arabe,Avance,Avance,2,4,Excellent,75.46
3942934,Nadia,Idrissi,nadia.idrissi@uca.ac.ma,F,22,Fez-Meknes,Université Cadi Ayyad,Master,Informatique,4,17.62,12.22,11.58,8,5,61.4,13,8,26,13.72,0,1,0,0,Bon,0,0,0,3,1,9,7.23,1,0,0,15.67,17.78,7.18,7.76,13.38,3,4,4,1,2,2,2,Francais,Basique,Avance,8,5,Excellent,84.17
3148102,Abdelhaq,Gharib,abdelhaq.gharib@um5.ac.ma,M,25,Guelmim-Oued-Noun,Université Mohammed V,Licence,Ingenierie,3,9.12,13.58,10.42,13,8,79.55,10,14,15,17.85,1,0,0,1,Faible,0,0,1,0,1,5,7.84,0,1,1,13.87,10.3,10.57,8.73,7.52,1,3,2,4,1,2,4,Arabe,Avance,Intermediaire,9,8,Excellent,84.5
3200460,Zohra,Imanuel,zohra.imanuel@um5.ac.ma,F,21,Laayoune-Sakia-Hamra,Université Mohammed V,Licence,Physique,2,9.76,15.97,8.87,12,14,60.81,5,11,19,16.19,1,0,0,1,Moyen,0,0,1,4,1,1,5.83,0,1,0,15.98,12.73,7.29,12.14,6.71,3,1,1,4,3,1,4,Arabe,Intermediaire,Avance,4,9,Excellent,78.06
3792991,Layla,Hudak,layla.hudak@uh2c.ac.ma,F,22,Casablanca-Settat,Université Hassan II,Master,Biologie,2,12.95,9.02,15.94,14,0,87.5,4,3,27,3.09,1,0,1,2,Faible,1,11,0,3,1,9,7.23,1,1,1,18.28,12.26,7.32,10.62,20,5,2,1,2,2,1,4,Amazigh,Intermediaire,Intermediaire,1,6,Excellent,88.82
3730562,Rashid,Abboud,rashid.abboud@um5.ac.ma,M,20,Tanger-Asifa,Université Mohammed V,Master,Digital,3,13.92,13.19,6.6,9,0,50,4,0,14,10.88,0,1,1,0,Faible,0,0,1,1,0,1,9.23,1,0,0,16.05,6.18,9.07,14.49,12.57,2,1,5,2,1,4,5,Arabe,Basique,Intermediaire,9,2,Bon,72.82
3315510,Bilal,Hijazi,bilal.hijazi@um5.ac.ma,M,27,Guelmim-Oued-Noun,Université Mohammed V,Diplome,Physique,3,12.51,13.09,13.44,15,10,72.41,4,16,26,13.75,0,1,0,4,Faible,1,19,1,1,0,9,5.83,0,1,1,14.38,9.3,12.42,10.99,9.14,3,4,4,5,5,1,3,Francais,Avance,Basique,4,1,Excellent,84.19
3116616,Bilal,Ilyass,bilal.ilyass@uae.ac.ma,M,29,Rabat-Sale-Kenitra,Université Abdelmalek Essaadi,Diplome,Droit,3,13.18,14.71,15.71,14,23,83.05,2,10,23,1.95,0,0,1,2,Moyen,1,21,1,0,0,6,10.44,1,1,1,13.17,13.36,7.52,14.16,5.84,3,3,5,5,1,1,5,Amazigh,Basique,Avance,3,8,Excellent,92.34
3843433,Dina,Hunaidi,dina.hunaidi@usmba.ac.ma,F,19,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Licence,Droit,4,10.73,13.23,11.8,14,25,78.87,13,7,15,13.77,1,0,0,3,Faible,0,0,1,2,1,5,7.99,1,1,1,17.39,8.39,12.3,10.83,10.72,5,3,4,4,1,2,3,Francais,Avance,Basique,6,1,Excellent,88.56
